経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, Stiffness, E, SBP, DBP
34.101, 4.4572, 68.9655, -0.6323, -0.3162, 8.8550, 4.1943, 121.54, 81.54
34.935, 4.5049, 72.0288, -0.6687, -0.3147, 8.4515, 3.9819, 120.32, 80.83
35.810, 4.4698, 71.8563, -0.6719, -0.3162, 8.3478, 3.9485, 117.93, 78.17
36.608, 4.3718, 71.4286, -0.6041, -0.3398, 8.0167, 3.8341, 116.69, 76.84
37.469, 4.4856, 69.5249, -0.7030, -0.3308, 8.2608, 3.9005, 121.16, 82.44
38.310, 4.4309, 74.9064, -0.6516, -0.3449, 8.2259, 3.9078, 116.05, 75.88
39.146, 4.4178, 69.2042, -0.6663, -0.3135, 8.1271, 3.8666, 118.54, 79.07
39.976, 4.4112, 71.2589, -0.6719, -0.3150, 8.4291, 4.0133, 118.52, 78.70
40.814, 4.4448, 71.8563, -0.6759, -0.3181, 7.8310, 3.7144, 115.34, 76.08
41.712, 4.5296, 71.9424, -0.7088, -0.3150, 8.4764, 3.9827, 118.09, 78.17
42.514, 4.6142, 71.8563, -0.6607, -0.3304, 8.2060, 3.8202, 115.47, 74.81
43.356, 4.7085, 66.3717, -0.6995, -0.3703, 8.9995, 4.1474, 121.18, 81.00
44.243, 4.3555, 75.2823, -0.7063, -0.3139, 7.5023, 3.5948, 113.61, 74.22
45.092, 4.5039, 71.8563, -0.6318, -0.3345, 8.9060, 4.1965, 118.88, 77.71
46.718, 4.3191, 71.9424, -0.6608, -0.2721, 7.9398, 3.8204, 118.89, 79.69
47.592, 4.3453, 78.1250, -0.6452, -0.3422, 8.1375, 3.9037, 117.10, 77.19
48.398, 4.5155, 68.7285, -0.6041, -0.3398, 8.9570, 4.2151, 122.91, 82.29
49.232, 4.6576, 69.2841, -0.6969, -0.3280, 8.9741, 4.1583, 124.31, 84.76
50.070, 4.3587, 74.6269, -0.6331, -0.3165, 7.9391, 3.8027, 114.93, 75.26
50.839, 4.4007, 71.8563, -0.5907, -0.3150, 8.1406, 3.8806, 118.93, 79.80
52.433, 3.9542, 77.1208, -0.7295, -0.3433, 6.9855, 3.5129, 113.38, 75.84
53.241, 4.2703, 79.5756, -0.6000, -0.3200, 7.2928, 3.5291, 110.20, 71.16
54.047, 4.3363, 71.0900, -0.6535, -0.3676, 8.1468, 3.9122, 120.41, 82.18
54.845, 4.2871, 75.4717, -0.6538, -0.3275, 7.4933, 3.6190, 115.48, 77.24
55.646, 4.3836, 74.4417, -0.6617, -0.3308, 8.0483, 3.8441, 117.08, 78.48
56.518, 4.2438, 74.7198, -0.7004, -0.3296, 7.3727, 3.5789, 113.69, 75.62
57.321, 4.1945, 74.9064, -0.6441, -0.3398, 7.5288, 3.6761, 113.08, 73.71
59.784, 4.3318, 71.4286, -0.6567, -0.3284, 9.4616, 4.5460, 121.11, 80.40
