経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, Stiffness, E, SBP, DBP
36.181, 4.7291, 71.8563, -0.6642, -0.3321, 9.3675, 4.3076, 127.63, 97.58
37.052, 4.5942, 74.9064, -0.6316, -0.3553, 8.9297, 4.1661, 127.63, 97.36
37.819, 4.8028, 71.3436, -0.4931, -0.3793, 9.7666, 4.4565, 127.33, 97.68
38.622, 4.8214, 69.7674, -0.5586, -0.4284, 9.5011, 4.3270, 128.12, 97.94
39.460, 4.3861, 77.7202, -0.6584, -0.3703, 7.6713, 3.6629, 128.12, 98.17
40.255, 4.6646, 74.5342, -0.5900, -0.3540, 8.7519, 4.0522, 127.52, 97.69
41.096, 4.7215, 71.7703, -0.6650, -0.3741, 8.7860, 4.0435, 127.97, 97.60
41.865, 4.6339, 75.0000, -0.5879, -0.3527, 8.7592, 4.0691, 127.46, 97.72
42.702, 4.7287, 71.9424, -0.6866, -0.3433, 8.9411, 4.1117, 128.00, 97.58
43.534, 4.5999, 77.7202, -0.6316, -0.3553, 8.5629, 3.9925, 127.59, 97.41
44.314, 4.6682, 72.0288, -0.5950, -0.3570, 9.2938, 4.3015, 127.57, 97.61
45.171, 4.7326, 72.1154, -0.7192, -0.3385, 9.4621, 4.3495, 127.80, 97.63
45.973, 4.5194, 76.7263, -0.6161, -0.3466, 8.4019, 3.9522, 127.45, 97.34
46.814, 4.7920, 70.0117, -0.6584, -0.3292, 9.8113, 4.4820, 127.58, 97.57
47.648, 4.6929, 74.4417, -0.6271, -0.3527, 8.8125, 4.0680, 127.66, 97.36
48.444, 4.7557, 72.4638, -0.5942, -0.3565, 9.2788, 4.2549, 127.56, 97.61
49.283, 4.7958, 71.5137, -0.6625, -0.3726, 9.5526, 4.3621, 127.71, 97.66
50.115, 4.6368, 75.0000, -0.6293, -0.3540, 8.7065, 4.0433, 127.48, 97.71
50.920, 4.7904, 71.4286, -0.5553, -0.3570, 9.5639, 4.3697, 127.48, 97.63
51.736, 4.7413, 72.2022, -0.5746, -0.4104, 9.1136, 4.1854, 127.99, 97.68
52.553, 4.5495, 74.7198, -0.5257, -0.4044, 8.1290, 3.8111, 127.92, 98.06
54.064, 4.0081, 71.9424, -0.5648, -0.4034, 7.0636, 3.5282, 128.57, 98.70
55.610, 4.2124, 74.7198, -0.6188, -0.3713, 7.4007, 3.6059, 128.19, 97.99
56.435, 4.3922, 80.8625, -0.6096, -0.3658, 7.8741, 3.7572, 128.02, 97.65
57.205, 4.7157, 75.3769, -0.5593, -0.3995, 9.1337, 4.2060, 127.69, 97.71
58.038, 4.7237, 71.5990, -0.6857, -0.3857, 8.8364, 4.0657, 127.96, 97.99
59.638, 4.8115, 71.6846, -0.5950, -0.3570, 9.3979, 4.2844, 127.55, 97.62
