経過時間_秒, Green, SinWave
18.707, 8.03, 1.49
18.748, 7.65, 0.50
18.772, 7.13, 0.88
18.806, 6.51, 2.51
18.843, 5.82, 5.17
18.874, 4.96, 7.40
18.911, 3.51, 8.82
18.944, 1.16, 9.38
18.975, 1.06, 9.61
19.013, 1.02, 9.48
19.043, 1.00, 9.06
19.079, 1.00, 8.24
19.113, 0.98, 7.20
19.144, 0.88, 6.10
19.169, 0.58, 5.17
19.222, 0.80, 3.21
19.245, 1.77, 2.45
19.279, 3.55, 1.22
19.314, 5.99, 0.50
19.345, 7.01, 1.12
19.376, 8.05, 2.77
19.414, 9.12, 5.55
19.441, 9.68, 7.47
19.478, 9.76, 8.84
19.505, 9.60, 9.31
19.540, 9.41, 9.60
19.578, 9.29, 9.49
19.609, 9.23, 9.06
19.639, 9.16, 8.40
19.681, 8.94, 7.13
19.709, 8.57, 6.14
19.746, 8.02, 4.75
19.779, 7.35, 3.53
19.806, 6.45, 2.61
19.845, 5.03, 1.22
19.876, 2.57, 0.51
19.909, 1.40, 1.05
19.941, 1.21, 2.71
19.976, 1.11, 5.24
20.013, 1.09, 7.84
20.045, 1.01, 8.86
20.078, 0.93, 9.40
20.116, 0.80, 9.62
20.144, 0.51, 9.49
20.177, 0.78, 9.03
20.217, 1.76, 8.07
20.246, 3.48, 7.17
20.279, 5.84, 5.99
20.314, 6.88, 4.67
20.342, 7.95, 3.63
20.378, 9.08, 2.42
20.410, 9.68, 1.27
20.441, 9.72, 0.51
20.478, 9.51, 1.16
20.512, 9.21, 3.04
20.544, 8.97, 6.14
20.577, 8.78, 7.86
20.616, 8.57, 9.06
20.651, 8.29, 9.56
20.678, 7.85, 9.59
20.704, 7.27, 9.32
20.743, 6.58, 8.40
20.774, 5.70, 7.32
20.817, 4.24, 5.50
20.848, 1.69, 4.13
20.878, 1.32, 2.87
20.911, 1.12, 1.68
20.948, 1.00, 0.66
20.980, 0.97, 0.55
21.012, 0.96, 1.19
21.048, 0.96, 2.66
21.082, 0.88, 4.52
21.114, 0.63, 6.36
21.143, 0.41, 7.86
21.179, 0.68, 9.00
21.217, 1.54, 9.56
21.248, 3.00, 9.57
21.280, 5.04, 9.14
21.315, 7.21, 8.22
21.351, 8.25, 6.88
21.380, 9.21, 5.64
21.407, 9.57, 4.43
21.446, 9.43, 2.79
21.481, 9.02, 1.53
21.515, 8.57, 0.83
21.549, 8.13, 0.52
21.576, 7.70, 0.94
21.613, 7.23, 2.36
21.648, 6.71, 4.31
21.691, 6.11, 6.89
21.723, 5.40, 8.41
21.750, 4.63, 9.08
21.781, 3.45, 9.53
21.812, 1.30, 9.60
21.843, 1.04, 9.27
21.882, 0.93, 8.37
21.912, 0.88, 7.35
21.948, 0.80, 5.91
21.984, 0.75, 4.36
22.016, 0.84, 3.05
22.055, 0.75, 1.66
22.079, 0.43, 0.87
22.119, 0.44, 0.54
22.148, 1.02, 1.11
22.183, 2.20, 2.56
22.214, 3.92, 4.31
22.246, 6.07, 6.25
22.278, 7.75, 7.98
22.322, 8.87, 9.20
22.349, 9.62, 9.55
22.381, 9.83, 9.58
22.415, 9.65, 9.17
22.448, 9.37, 8.37
22.483, 9.02, 7.53
22.523, 8.66, 6.03
22.558, 8.21, 4.60
22.584, 7.67, 3.56
22.621, 7.04, 2.24
22.649, 6.28, 1.22
22.682, 5.53, 0.52
22.716, 4.62, 0.87
22.746, 3.00, 2.01
22.790, 1.28, 4.62
22.819, 1.16, 6.51
22.854, 1.08, 8.38
22.883, 1.02, 9.07
22.922, 0.92, 9.57
22.953, 0.92, 9.58
22.982, 0.91, 9.27
23.016, 0.59, 8.54
23.056, 0.45, 7.29
23.084, 0.86, 6.23
23.122, 1.97, 4.68
23.155, 3.79, 3.37
23.180, 6.34, 2.47
23.224, 7.24, 0.94
23.260, 8.32, 0.52
23.287, 9.31, 1.01
23.320, 9.71, 2.42
23.350, 9.65, 4.23
23.378, 9.39, 6.07
23.426, 9.08, 8.55
23.452, 8.80, 9.16
23.486, 8.50, 9.58
23.516, 8.18, 9.56
23.549, 7.76, 9.12
23.591, 7.23, 7.99
23.623, 6.60, 6.81
23.653, 5.89, 5.56
23.698, 4.78, 3.63
23.722, 2.92, 2.69
23.753, 1.26, 1.60
23.785, 1.07, 0.68
23.822, 0.84, 0.61
23.852, 0.72, 1.33
23.890, 0.75, 3.07
23.925, 0.76, 5.13
23.959, 0.82, 7.12
23.987, 0.64, 8.41
24.022, 0.43, 9.24
24.050, 0.76, 9.55
24.090, 1.86, 9.53
24.113, 3.86, 9.25
24.156, 6.06, 8.25
24.189, 6.96, 7.15
24.215, 7.96, 6.14
24.262, 8.96, 4.20
24.292, 9.63, 3.02
24.323, 9.83, 1.97
24.349, 9.76, 1.01
24.391, 9.57, 0.54
24.426, 9.34, 1.34
24.456, 9.05, 2.76
24.490, 8.65, 4.84
24.522, 8.15, 6.86
24.559, 7.51, 8.57
24.591, 6.81, 9.26
24.627, 6.09, 9.61
24.657, 5.21, 9.53
24.690, 3.81, 9.05
24.721, 1.33, 8.28
24.756, 1.12, 7.11
24.797, 1.06, 5.48
24.826, 0.96, 4.28
24.853, 0.97, 3.21
24.891, 0.97, 1.91
24.918, 0.94, 0.93
24.952, 0.84, 0.51
24.992, 0.75, 1.34
25.032, 0.47, 3.33
25.056, 0.36, 4.84
25.090, 0.76, 6.98
25.124, 1.86, 8.54
25.154, 3.73, 9.21
25.193, 6.39, 9.61
25.221, 7.27, 9.54
25.260, 8.28, 8.97
25.295, 9.29, 8.04
25.321, 9.71, 7.15
25.358, 9.68, 5.69
25.390, 9.40, 4.36
25.424, 9.06, 7.29
25.458, 8.74, 7.16
25.496, 8.42, 5.87
25.528, 8.06, 4.73
25.561, 7.63, 3.56
25.595, 7.12, 2.46
25.628, 6.54, 1.48
25.656, 5.93, 0.45
25.690, 4.96, 0.28
25.727, 3.31, 1.46
25.765, 1.17, 3.77
25.792, 1.08, 5.70
25.830, 0.96, 8.13
25.854, 0.95, 8.79
25.893, 0.95, 9.44
25.922, 0.87, 9.68
25.961, 0.80, 9.64
25.990, 0.44, 9.34
26.023, 0.51, 8.76
26.058, 1.16, 7.88
26.091, 2.57, 6.86
26.125, 4.64, 5.70
26.151, 6.71, 4.76
26.192, 7.74, 3.33
26.225, 8.92, 2.27
26.256, 9.61, 1.29
26.292, 9.75, 0.25
26.327, 9.55, 0.55
26.362, 9.31, 2.04
26.393, 9.13, 2.95
26.426, 9.00, 5.84
26.461, 8.85, 8.40
26.491, 8.59, 8.99
26.527, 8.17, 9.49
26.561, 7.57, 9.70
26.591, 6.84, 9.67
26.630, 6.00, 9.34
26.660, 4.60, 8.87
26.689, 2.29, 8.26
26.726, 1.46, 7.29
26.766, 1.31, 6.08
26.800, 1.15, 4.99
26.831, 1.09, 3.98
26.853, 1.04, 3.29
26.890, 1.00, 2.23
26.924, 0.61, 1.09
26.961, 0.52, 0.22
26.995, 1.12, 1.38
27.025, 2.54, 3.62
27.059, 4.72, 6.62
27.091, 6.41, 8.53
27.127, 7.36, 9.19
27.159, 8.50, 9.56
27.201, 9.39, 9.71
27.228, 9.69, 9.60
27.256, 9.55, 9.31
27.295, 9.25, 8.66
27.339, 9.00, 5.64
27.357, 8.82, 4.90
27.391, 8.71, 3.54
27.427, 8.58, 2.22
27.461, 8.34, 1.08
27.496, 7.95, 0.29
27.532, 7.41, 0.35
27.565, 6.82, 1.16
27.593, 5.84, 2.34
27.632, 4.21, 4.44
27.674, 1.43, 6.81
27.696, 1.19, 7.90
27.729, 1.06, 8.92
27.766, 1.02, 9.54
27.790, 1.02, 9.70
27.832, 0.90, 9.50
27.867, 0.86, 8.88
27.893, 0.70, 8.18
27.931, 0.47, 6.89
27.967, 0.77, 5.47
27.991, 1.81, 4.50
28.039, 3.57, 2.64
28.066, 6.05, 1.74
28.097, 6.98, 0.72
28.128, 7.92, 0.22
28.162, 8.96, 0.44
28.200, 9.64, 1.58
28.225, 9.86, 2.74
28.268, 9.76, 5.13
28.294, 9.58, 6.60
28.330, 9.38, 8.33
28.362, 9.14, 9.10
28.398, 8.83, 9.61
28.433, 8.42, 9.70
28.464, 7.89, 9.44
28.499, 7.28, 8.79
28.532, 6.63, 7.88
28.565, 5.84, 6.74
28.596, 4.47, 5.55
28.632, 2.12, 4.12
28.661, 1.10, 3.02
28.695, 1.00, 1.88
28.730, 0.97, 0.71
28.763, 0.97, 0.21
28.800, 0.91, 0.61
28.838, 0.90, 1.99
28.863, 0.93, 3.29
28.899, 0.72, 5.41
28.930, 0.48, 7.18
28.965, 0.73, 8.62
28.997, 1.66, 9.29
29.029, 3.35, 9.66
29.062, 5.80, 9.68
29.093, 7.09, 9.37
29.138, 8.23, 8.41
29.170, 9.25, 7.42
29.193, 9.63, 6.59
29.232, 9.47, 5.07
29.271, 9.07, 3.54
29.303, 8.64, 2.33
29.334, 8.31, 1.30
29.366, 8.04, 0.40
29.409, 7.81, 0.34
29.434, 7.52, 0.92
29.467, 7.15, 2.27
29.498, 6.69, 3.96
29.542, 6.13, 6.54
29.562, 5.28, 7.60
29.601, 3.71, 8.91
29.629, 1.24, 9.42
29.666, 1.23, 9.71
29.698, 1.13, 9.59
29.732, 1.08, 9.10
29.774, 1.00, 8.03
29.805, 0.98, 6.99
29.841, 0.75, 5.61
29.868, 0.53, 4.53
29.900, 0.93, 3.29
29.935, 2.15, 2.07
29.964, 4.15, 1.08
29.997, 6.30, 0.30
30.033, 7.20, 0.34
30.068, 8.30, 1.27
30.099, 9.26, 2.68
30.129, 9.62, 4.37
30.166, 9.48, 6.54
30.195, 9.13, 8.03
30.232, 8.77, 9.04
30.275, 8.44, 9.63
30.311, 8.08, 9.68
30.341, 7.64, 9.42
30.368, 7.07, 8.96
30.403, 6.35, 8.07
30.433, 5.52, 7.11
30.469, 4.66, 5.79
30.501, 3.42, 4.55
30.538, 1.24, 3.16
30.575, 1.12, 1.93
30.601, 0.95, 1.03
30.629, 0.80, 0.33
30.676, 0.68, 0.55
30.704, 0.63, 1.50
30.741, 0.58, 3.42
30.770, 0.61, 5.21
30.808, 0.41, 7.46
30.837, 0.39, 8.62
30.869, 0.91, 9.28
30.900, 2.17, 9.64
